H (T), W/4pi
0.00,0.6040300042981472
0.01,0.6084764032368681
0.02,0.6124969191049753
0.03,0.6161800349341896
0.04,0.6202240675666134
0.05,0.5721422465123523
0.06,0.5655206699270746
0.07,0.5733985072781657
0.08,0.5666406345979871
0.09,0.0009353350180721
0.10,0.0009074497614373
0.11,0.0000000000000000
0.12,0.0000000000000000
0.13,0.0000000000000000
0.14,0.0000000000000000
